"Place_1","Place_2","Name","Latitude","Longitude","Rating","Vicinity","Place_id","Open_Status","Phone_number","Dept","no_of_beds"
"Kharagpur","Bhubaneswar","Urban Primary Health Centre Unit-3 Chandipur Malancha","22.3451189","87.27300179999996","nan","Chandipur, Old Malancha, Malancha, Kharagpur","ChIJq_h7-_5DHToRwuLxRoZnzIU","nan","nan","nan","35"
"Kharagpur","Bhubaneswar","Khemasuli Hospital","22.3396507","87.1811714","nan","Khemasuli, Kharagpur","ChIJM2pf8QlpHToRNtTQ4nhQr-k","nan","nan","neurosurgery,gastroenterology,urology,orthopaedics,neurology,cardiology,medical research,radiology,specialty,public health,nephrology,","29"
"Kharagpur","Bhubaneswar","Khemasuli Govt. Hospital","22.3399827","87.1803321","4.0","Khemasuli, Kharagpur","ChIJm9UNkAlpHToR1fmYPhz6fKg","True","nan","dental,public health,","92"
"Kharagpur","Bhubaneswar","Old Hospital","22.2519505","87.20722540000001","nan","Bankati, Khudmarai","ChIJVS0b3NVrHToRquckZjvocdU","nan","nan","public health,","54"
"Kharagpur","Bhubaneswar","Bhangagarh Gramin Hospital","22.2016201","87.1408785","4.2","Bhanga Gar","ChIJR6pWg9ETHToR9piwSmwspFA","True","086709 21559","psychiatry,ophthalmology,cardiology,oncology,vascular surgery,accident,pharmacology,infectious diseases,infectious disease,otorhinolaryngology,radiology,nephrology,gastroenterology,urology,orthopaedics,neurology,pathology,internal medicine,specialty,dermatology,general surgery,forensic medicine,","68"
"Kharagpur","Bhubaneswar","kultikri hospital","22.1755237","87.1561583","nan","Kultikri","ChIJy4imaI4UHToRhVOTyJPTyWk","nan","nan","nan","87"
"Kharagpur","Bhubaneswar","Kultikri Hospital","22.1756221","87.15525629999998","3.0","Lata","ChIJIwMTUI4UHToRbnMIgHhH4i0","nan","nan","nan","39"
"Kharagpur","Bhubaneswar","Rohini Hospital","22.162931","87.08700209999998","nan","Rohini","ChIJRXQ2MV8SHToRrY4uVm9QOUk","nan","nan","hematology,surgical oncology,nuclear medicine,dental,microbiology,ophthalmology,orthopaedics,pathology,radiation oncology,oncology,anesthesiology,radiology,specialty,paediatrics,medical oncology,","21"
"Kharagpur","Bhubaneswar","Chandabila Primary Health Centre","22.08837650000001","87.0153093","nan","Chandabila","ChIJLV2P7SoPHToR5vOcbLls3Z4","nan","nan","psychiatry,emergency medicine,pediatrics,microbiology,pathology,infectious diseases,infectious disease,laboratory medicine,","50"
"Kharagpur","Bhubaneswar","Morchi Health Centre","22.0242864","87.05816290000001","nan","Unnamed Road, Amla Kora","ChIJQUqQJ_8PHToRyLBfZw42gmc","True","nan","public health,emergency medicine,pediatrics,microbiology,pathology,infectious disease,infectious diseases,psychiatry,laboratory medicine,","31"
"Kharagpur","Bhubaneswar","Baghada Govt. Primary Hospital","21.9918684","87.00717579999998","5.0","Bagheda","ChIJoRqLUacFHToRVZ04K3m-VA4","True","nan","psychiatry,adolescent,ophthalmology,cardiology,microbiology,pharmacology,infectious disease,infectious diseases,radiology,paediatrics,nephrology,thoracic surgery,gastroenterology,public health,plastic,cardiothoracic surgery,dental,urology,neurology,plastic surgery,pediatric surgery,pathology,dermatology,forensic medicine,","56"
"Kharagpur","Bhubaneswar","Kuladahani Hospital","21.970187","86.9635546","3.7","Kuladahani Road, Dhatika","ChIJn2bIt2cHHToRqN7YNTrGtX4","True","nan","nan","47"
"Kharagpur","Bhubaneswar","Government Hospital","21.9137108","86.94438829999999","3.0","Sanmundabani -Kaudia-Brahamanmara, Marudihi","ChIJ7zJIyDgBHToR1dQkhtq6RGc","nan","nan","nan","10"
"Kharagpur","Bhubaneswar","Baramile hospital","21.8664966","86.89477889999998","nan","Kishantandi","ChIJv5jPuYCrHToRHTmjoV31LzU","nan","nan","pharmacology,public health,infectious disease,pediatrics,","28"
"Kharagpur","Bhubaneswar","Kishantandi C.H.C.(Hospital)","21.8633915","86.89769539999998","5.0","State Highway 61, Kishantandi","ChIJCeT1rJyqHToR_BYP5RZLIJk","True","nan","gastroenterology,endocrinology,plastic,dental,plastic surgery,urology,orthopaedics,pathology,neurology,accident,medical research,hepatology,infectious disease,radiology,specialty,paediatrics,palliative care,public health,","88"
"Kharagpur","Bhubaneswar","Dantiamuhan, Hospital","21.8012133","86.8469932","nan","Dantiamuha","ChIJzyeDasBVHDoR8vCvdPpXoy0","True","nan","public health,accident,","49"
"Kharagpur","Bhubaneswar","Hospital, Betnoti","21.7426913","86.85079119999996","4.3","Bahanada","ChIJDThbOCVUHDoRqzv5olhbpp4","True","nan","accident,specialty,","80"
"Kharagpur","Bhubaneswar","Hospital ,betnoti","21.73994699999999","86.8431818","5.0","Betnoti","ChIJnxbwZiJUHDoRUkOlMjr5OEY","nan","nan","dental,infectious disease,public health,","82"
"Kharagpur","Bhubaneswar","Hospital","21.6695517","86.763319","nan","Deulia","ChIJl1Z9w0dQHDoRNoRl_jPyM_g","nan","nan","nan","40"
"Kharagpur","Bhubaneswar","Deaulia Hospital, deulia","21.6695517","86.7633458","nan","Deulia","ChIJJ8-ExEdQHDoRMeR6JGjI5Qs","nan","nan","nan","23"
"Kharagpur","Bhubaneswar","Pasuda Homeopathic Hospital","21.6587429","86.7166781","5.0","Pasuda","ChIJ9cJAEQNPHDoR9fXoIihkFsA","nan","nan","public health,","64"
"Kharagpur","Bhubaneswar","Hospital Mankadkenda Purunabaripada","21.6347076","86.70801999999998","nan","Puruna Baripada","ChIJtTQQibxPHDoRZ-WqY2BJ3tg","nan","nan","infectious disease,public health,","70"
"Kharagpur","Bhubaneswar","Kans Primary Health Centre","21.5785792","86.7577823","nan","near Kans Market","ChIJ2bXdfT1bHDoRzRB6xRQ9y7E","nan","nan","public health,adolescent,dental,cardiology,infectious diseases,infectious disease,specialty,psychiatry,","54"
"Kharagpur","Bhubaneswar","Kans govt. Hospital","21.578563","86.75777690000002","nan","near Kans Market","ChIJb7NqZshbHDoR1JxSimPhhXg","nan","nan","nan","43"
